,loss,conv,fa,cl,asp,ad,dataset,acc lp,best_values
86,APP,GCN,0.1,0.5,2,5,0.50.10.525,0.4023313723122221,"{'hidden_layer': 256, 'out_layer': 32, 'dropout': 0.2, 'size of network, number of convs': 3, 'lr': 0.0081802378693672, 'num_negative_samples': 16, 'alpha': 0.8}"
87,APP,GCN,0.1,0.5,2,20,0.50.10.5220,0.3965065357785715,"{'hidden_layer': 256, 'out_layer': 128, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.0056540781482326, 'num_negative_samples': 21, 'alpha': 0.1}"
88,APP,GCN,0.1,0.5,2,40,0.50.10.5240,0.5341733807198845,"{'hidden_layer': 256, 'out_layer': 32, 'dropout': 0.1, 'size of network, number of convs': 3, 'lr': 0.0088944880441268, 'num_negative_samples': 6, 'alpha': 0.7}"
89,APP,GCN,0.1,0.5,3,5,0.50.10.535,0.5505020444076394,"{'hidden_layer': 256, 'out_layer': 32, 'dropout': 0.1, 'size of network, number of convs': 2, 'lr': 0.0064150232344271, 'num_negative_samples': 1, 'alpha': 0.9}"
90,APP,GCN,0.1,0.5,3,20,0.50.10.5320,0.573924313786381,"{'hidden_layer': 128, 'out_layer': 32, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.0086439577797786, 'num_negative_samples': 6, 'alpha': 0.1}"
91,APP,GCN,0.1,0.5,4,5,0.50.10.545,0.3532852602941304,"{'hidden_layer': 256, 'out_layer': 32, 'dropout': 0.2, 'size of network, number of convs': 3, 'lr': 0.0093354305517552, 'num_negative_samples': 11, 'alpha': 0.8}"
92,APP,GCN,0.5,0.01,2,5,0.50.50.0125,0.4217391304347826,"{'hidden_layer': 32, 'out_layer': 64, 'dropout': 0.2, 'size of network, number of convs': 3, 'lr': 0.0076609024891732, 'num_negative_samples': 6, 'alpha': 0.9}"
93,APP,GCN,0.5,0.01,2,20,0.50.50.01220,0.4311865937646167,"{'hidden_layer': 64, 'out_layer': 32, 'dropout': 0.3, 'size of network, number of convs': 2, 'lr': 0.0060385214688516, 'num_negative_samples': 6, 'alpha': 0.8}"
94,APP,GCN,0.5,0.01,2,40,0.50.50.01240,0.4110143220286441,"{'hidden_layer': 128, 'out_layer': 32, 'dropout': 0.2, 'size of network, number of convs': 3, 'lr': 0.00595451082912, 'num_negative_samples': 11, 'alpha': 0.8}"
95,APP,GCN,0.5,0.01,3,2,0.50.50.0132,0.27714324106423,"{'hidden_layer': 128, 'out_layer': 32, 'dropout': 0.0, 'size of network, number of convs': 2, 'lr': 0.0084621188501439, 'num_negative_samples': 16, 'alpha': 0.9}"
96,APP,GCN,0.5,0.01,3,5,0.50.50.0135,0.3763377025105844,"{'hidden_layer': 256, 'out_layer': 32, 'dropout': 0.2, 'size of network, number of convs': 3, 'lr': 0.0097779310339482, 'num_negative_samples': 1, 'alpha': 0.9}"
97,APP,GCN,0.5,0.01,3,20,0.50.50.01320,0.3250037158145065,"{'hidden_layer': 256, 'out_layer': 32, 'dropout': 0.5, 'size of network, number of convs': 3, 'lr': 0.009866863490678, 'num_negative_samples': 1, 'alpha': 0.9}"
98,APP,GCN,0.5,0.01,4,2,0.50.50.0142,0.4410406184028825,"{'hidden_layer': 64, 'out_layer': 64, 'dropout': 0.5, 'size of network, number of convs': 2, 'lr': 0.0069009516916494, 'num_negative_samples': 16, 'alpha': 0.9}"
99,APP,GCN,0.5,0.01,4,5,0.50.50.0145,0.3876184509358603,"{'hidden_layer': 64, 'out_layer': 32, 'dropout': 0.3, 'size of network, number of convs': 3, 'lr': 0.0052469367328901, 'num_negative_samples': 1, 'alpha': 0.9}"
100,APP,GCN,0.5,0.01,7,2,0.50.50.0172,0.453466365879877,"{'hidden_layer': 64, 'out_layer': 32, 'dropout': 0.2, 'size of network, number of convs': 3, 'lr': 0.0053716279821916, 'num_negative_samples': 6, 'alpha': 0.9}"
101,APP,GCN,0.5,0.2,2,5,0.50.50.225,0.2981810740140129,"{'hidden_layer': 256, 'out_layer': 128, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.009130137141402, 'num_negative_samples': 1, 'alpha': 0.7}"
102,APP,GCN,0.5,0.2,2,20,0.50.50.2220,0.4308869305856833,"{'hidden_layer': 256, 'out_layer': 32, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.0058826087452229, 'num_negative_samples': 21, 'alpha': 0.5}"
