,type of loss,loss,conv,fa,cl,asp,ad,acc lp
2206,random walks,Node2Vec,GAT,0.1,0.5,2,40,0.6965506731305603
2207,random walks,Node2Vec,GCN,0.5,0.2,3,2,0.6013964374283585
2208,random walks,Node2Vec,GAT,0.1,0.2,3,5,0.6635238751147843
2209,random walks,Node2Vec,GAT,0.1,0.5,3,5,0.768126505989453
2210,random walks,Node2Vec,GAT,0.1,0.01,3,5,0.625521411051571
2211,random walks,Node2Vec,GAT,0.5,0.01,4,5,0.6703735609679693
2212,random walks,Node2Vec,GCN,0.9,0.01,4,5,0.7164580676020409
2213,random walks,Node2Vec,GAT,0.5,0.01,2,5,0.6560113421550094
2214,random walks,Node2Vec,GCN,0.9,0.2,4,2,0.61534
2215,random walks,Node2Vec,GAT,0.1,0.5,3,20,0.7090715916475453
2216,random walks,Node2Vec,GAT,0.1,0.01,3,20,0.7931365862731726
2217,random walks,Node2Vec,GAT,0.1,0.2,3,20,0.6080248078033716
2218,random walks,Node2Vec,GAT,0.5,0.01,7,2,0.6512589138366971
2219,random walks,Node2Vec,GAT,0.1,0.01,4,2,0.7215874115112342
2220,random walks,Node2Vec,GCN,0.9,0.01,7,2,0.6633730349481031
2221,random walks,Node2Vec,GAT,0.1,0.01,4,5,0.73785876609713
2222,random walks,Node2Vec,GCN,0.9,0.2,4,5,0.5802728444330348
2223,random walks,Node2Vec,GCN,0.9,0.2,2,5,0.6681572601568938
2224,random walks,Node2Vec,GAT,0.1,0.5,4,5,0.7415185512466304
2225,random walks,Node2Vec,GAT,0.1,0.01,7,2,0.66706840446962
2226,random walks,Node2Vec,GAT,0.1,0.2,4,2,0.7352537722908093
2227,random walks,Node2Vec,GAT,0.5,0.2,2,5,0.635212909583259
2228,random walks,Node2Vec,GCN,0.9,0.5,2,5,0.6269061302373256
2229,random walks,Node2Vec,GCN,0.9,0.2,2,20,0.6491535696579077
2230,random walks,Node2Vec,GAT,0.5,0.2,2,20,0.6483367678958786
2231,random walks,Node2Vec,GAT,0.5,0.2,2,40,0.452235345255837
2232,random walks,Node2Vec,GAT,0.5,0.2,3,2,0.6247575629464656
2233,random walks,Node2Vec,GAT,0.5,0.2,3,5,0.5774507186941364
2234,random walks,Node2Vec,GAT,0.5,0.2,3,20,0.4919446267432321
2235,random walks,Node2Vec,GAT,0.5,0.01,2,20,0.6644247673424621
2236,random walks,Node2Vec,GAT,0.5,0.5,3,20,0.6260229686477635
2237,random walks,Node2Vec,GAT,0.5,0.01,2,40,0.6457157914315829
2238,random walks,Node2Vec,GAT,0.5,0.2,4,2,0.6162094501146689
2239,random walks,Node2Vec,GAT,0.5,0.2,4,5,0.6522993170098265
2240,random walks,Node2Vec,GAT,0.5,0.5,4,5,0.6739103107503972
2241,random walks,Node2Vec,GAT,0.5,0.01,3,2,0.7030536146197258
2242,random walks,Node2Vec,GAT,0.5,0.01,3,5,0.7140245902919903
2243,random walks,Node2Vec,GAT,0.5,0.5,2,5,0.6228061976025708
2244,random walks,Node2Vec,GAT,0.9,0.01,2,5,0.7126214554828475
2245,random walks,Node2Vec,GAT,0.5,0.01,3,20,0.7008026159334126
2246,random walks,Node2Vec,GAT,0.9,0.01,2,20,0.7054169323979592
2247,random walks,Node2Vec,GAT,0.5,0.01,4,2,0.6553070586181171
2248,random walks,Node2Vec,GAT,0.5,0.5,2,20,0.7391643486360955
2249,random walks,Node2Vec,GAT,0.9,0.01,2,40,0.7354741519040446
2250,random walks,Node2Vec,GAT,0.5,0.5,2,40,0.6691882971419731
2251,random walks,Node2Vec,GAT,0.5,0.5,3,5,0.7087887471031332
2252,random walks,Node2Vec,GAT,0.9,0.01,3,2,0.7944044169472942
2253,random walks,Node2Vec,GAT,0.9,0.01,3,5,0.7850215079944809
2254,random walks,Node2Vec,GAT,0.9,0.01,3,20,0.7586213588464747
2255,random walks,Node2Vec,GAT,0.9,0.2,2,40,0.4789735048372912
2256,random walks,Node2Vec,GAT,0.9,0.2,3,2,0.4902040000000001
2257,random walks,Node2Vec,GAT,0.9,0.01,4,2,0.6944987654320987
2258,random walks,Node2Vec,GAT,0.9,0.2,3,5,0.6469989356286733
2259,random walks,Node2Vec,GAT,0.9,0.01,4,5,0.7644292091836735
2260,random walks,Node2Vec,GAT,0.9,0.01,7,2,0.691751677971835
2261,random walks,Node2Vec,GAT,0.9,0.2,3,20,0.6376410891089108
2262,random walks,Node2Vec,GAT,0.9,0.2,2,5,0.6041872280387588
2263,random walks,Node2Vec,GAT,0.9,0.2,4,2,0.6365759999999999
2264,random walks,Node2Vec,GAT,0.9,0.2,2,20,0.5597895389191869
2265,random walks,Node2Vec,GAT,0.9,0.2,4,5,0.6612030359842445
2266,random walks,Node2Vec,GAT,0.9,0.5,2,5,0.6734268281283744
2267,random walks,Node2Vec,GAT,0.9,0.5,2,20,0.6888112451611448
2268,random walks,Node2Vec,GAT,0.9,0.5,2,40,0.6290141144693455
2269,random walks,Node2Vec,GAT,0.9,0.5,3,5,0.6040051700408382
2270,random walks,Node2Vec,GAT,0.9,0.5,3,20,0.7230676005402112
2271,random walks,Node2Vec,GCN,0.5,0.2,4,5,0.6396196731136611
2272,random walks,Node2Vec,GAT,0.9,0.5,4,5,0.6245515698680737
2273,random walks,Node2Vec,GCN,0.5,0.5,2,5,0.6942198040928416
2274,random walks,Node2Vec,GCN,0.5,0.5,2,20,0.6193283459414857
2275,random walks,Node2Vec,GCN,0.5,0.5,2,40,0.6902600814184736
2276,similarity distr.,VERSE_Adj,SAGE,0.1,0.01,2,5,0.4383458344225703
2277,similarity distr.,VERSE_Adj,SAGE,0.1,0.01,2,20,0.4416635160680529
2278,similarity distr.,VERSE_Adj,SAGE,0.1,0.01,2,40,0.4461173257023934
2279,similarity distr.,VERSE_Adj,SAGE,0.1,0.01,3,2,0.3501395138788084
2280,similarity distr.,VERSE_Adj,SAGE,0.1,0.01,3,5,0.4869237138527394
2281,similarity distr.,VERSE_Adj,SAGE,0.1,0.01,3,20,0.3724967449934899
2282,similarity distr.,VERSE_Adj,SAGE,0.1,0.01,4,2,0.4514658356417359
2283,similarity distr.,VERSE_Adj,SAGE,0.1,0.01,4,5,0.4540547933675617
2284,similarity distr.,VERSE_Adj,SAGE,0.1,0.01,7,2,0.3184259912880288
2285,similarity distr.,VERSE_Adj,SAGE,0.1,0.2,2,5,0.4426299563505387
2286,similarity distr.,VERSE_Adj,SAGE,0.1,0.2,2,20,0.5383973920478837
2287,similarity distr.,VERSE_Adj,SAGE,0.1,0.2,2,40,0.4603867796610169
2288,similarity distr.,VERSE_Adj,SAGE,0.1,0.2,3,2,0.5910574108635718
2289,similarity distr.,VERSE_Adj,SAGE,0.1,0.2,3,5,0.5030785123966942
2290,similarity distr.,VERSE_Adj,SAGE,0.1,0.2,3,20,0.581111475495474
2291,similarity distr.,VERSE_Adj,SAGE,0.1,0.2,4,2,0.5933028501752782
2292,similarity distr.,VERSE_Adj,SAGE,0.1,0.2,4,5,0.5152778675282714
2293,similarity distr.,VERSE_Adj,SAGE,0.1,0.5,2,5,0.5225129249118691
2294,similarity distr.,VERSE_Adj,SAGE,0.1,0.5,2,20,0.6522968675419376
2295,similarity distr.,VERSE_Adj,SAGE,0.1,0.5,2,40,0.5533199339808729
2296,similarity distr.,VERSE_Adj,SAGE,0.1,0.5,3,5,0.5011990407673861
2297,similarity distr.,VERSE_Adj,SAGE,0.1,0.5,3,20,0.4972180528958128
2298,similarity distr.,VERSE_Adj,SAGE,0.1,0.5,4,5,0.5882285681616786
2299,similarity distr.,VERSE_Adj,SAGE,0.5,0.01,2,5,0.3764744801512287
2300,similarity distr.,VERSE_Adj,SAGE,0.5,0.01,2,20,0.4283559942581572
2301,similarity distr.,VERSE_Adj,SAGE,0.5,0.01,2,40,0.519235538471077
2302,similarity distr.,VERSE_Adj,SAGE,0.5,0.01,3,2,0.4520710158559526
2303,similarity distr.,VERSE_Adj,SAGE,0.5,0.01,3,5,0.5178646752800387
2304,similarity distr.,VERSE_Adj,SAGE,0.5,0.01,3,20,0.4585315101070154
2305,similarity distr.,VERSE_Adj,SAGE,0.5,0.01,4,2,0.5137299407945904
2306,similarity distr.,VERSE_Adj,SAGE,0.5,0.01,4,5,0.4719241914010494
2307,similarity distr.,VERSE_Adj,SAGE,0.5,0.01,7,2,0.4896440521431059
2308,similarity distr.,VERSE_Adj,SAGE,0.5,0.2,2,5,0.4855690520712906
2309,similarity distr.,VERSE_Adj,SAGE,0.5,0.2,2,20,0.5348358640636297
2310,similarity distr.,VERSE_Adj,SAGE,0.5,0.2,2,40,0.5321424490809736
2311,similarity distr.,VERSE_Adj,SAGE,0.5,0.2,3,2,0.5474958703980544
2312,similarity distr.,VERSE_Adj,SAGE,0.5,0.2,3,5,0.5565855355221756
2313,similarity distr.,VERSE_Adj,SAGE,0.5,0.2,3,20,0.520508841491204
2314,similarity distr.,VERSE_Adj,SAGE,0.5,0.2,4,2,0.520530978099123
2315,similarity distr.,VERSE_Adj,SAGE,0.5,0.2,4,5,0.4424921025359287
2316,similarity distr.,VERSE_Adj,SAGE,0.5,0.5,2,5,0.5711202936995768
2317,similarity distr.,VERSE_Adj,SAGE,0.5,0.5,2,20,0.5907835319372505
2318,similarity distr.,VERSE_Adj,SAGE,0.5,0.5,2,40,0.5226898394515372
2319,similarity distr.,VERSE_Adj,SAGE,0.5,0.5,3,5,0.5239517290950173
2320,similarity distr.,VERSE_Adj,SAGE,0.5,0.5,3,20,0.5543015448881382
2321,similarity distr.,VERSE_Adj,SAGE,0.5,0.5,4,5,0.561479650216439
2322,similarity distr.,VERSE_Adj,SAGE,0.9,0.01,2,5,0.3768920616035429
2323,similarity distr.,VERSE_Adj,SAGE,0.9,0.01,2,20,0.6096639827806123
2324,similarity distr.,VERSE_Adj,SAGE,0.9,0.01,2,40,0.4022520546900325
2325,similarity distr.,VERSE_Adj,SAGE,0.9,0.01,3,2,0.4359190226329391
2326,similarity distr.,VERSE_Adj,SAGE,0.9,0.01,3,5,0.4542042042042042
2327,similarity distr.,VERSE_Adj,SAGE,0.9,0.01,3,20,0.4306312949989326
2328,similarity distr.,VERSE_Adj,SAGE,0.9,0.01,4,2,0.3503604938271605
2329,similarity distr.,VERSE_Adj,SAGE,0.9,0.01,4,5,0.5099250637755103
2330,similarity distr.,VERSE_Adj,SAGE,0.9,0.01,7,2,0.4688173191618152
2331,similarity distr.,VERSE_Adj,SAGE,0.9,0.2,2,5,0.4759249649820755
2332,similarity distr.,VERSE_Adj,SAGE,0.9,0.2,2,20,0.5415153693604362
2333,similarity distr.,VERSE_Adj,SAGE,0.9,0.2,2,40,0.5228098065083553
2334,similarity distr.,VERSE_Adj,SAGE,0.9,0.2,3,2,0.5347040000000001
2335,similarity distr.,VERSE_Adj,SAGE,0.9,0.2,3,5,0.5913580568281736
2336,similarity distr.,VERSE_Adj,SAGE,0.9,0.2,3,20,0.5873700495049505
2337,similarity distr.,VERSE_Adj,SAGE,0.9,0.2,4,2,0.55823
2338,similarity distr.,VERSE_Adj,SAGE,0.9,0.2,4,5,0.5249480734672921
2339,similarity distr.,VERSE_Adj,SAGE,0.9,0.5,2,5,0.5351346821424082
2340,similarity distr.,VERSE_Adj,SAGE,0.9,0.5,2,20,0.4946816911577474
2341,similarity distr.,VERSE_Adj,SAGE,0.9,0.5,2,40,0.5629832811709303
2342,similarity distr.,VERSE_Adj,SAGE,0.9,0.5,3,5,0.5211169093212227
2343,similarity distr.,VERSE_Adj,SAGE,0.9,0.5,3,20,0.6172799912328485
2344,similarity distr.,VERSE_Adj,SAGE,0.9,0.5,4,5,0.4405300258824364
2345,similarity distr.,VERSE_Adj,GCN,0.1,0.01,2,5,0.5029761306280038
2346,similarity distr.,VERSE_Adj,GCN,0.1,0.01,2,20,0.5102457466918715
2347,similarity distr.,VERSE_Adj,GCN,0.1,0.01,2,40,0.558394575962539
2348,similarity distr.,VERSE_Adj,GCN,0.1,0.01,3,2,0.4892340446121836
2349,similarity distr.,VERSE_Adj,GCN,0.1,0.01,3,5,0.3054570451030324
2350,similarity distr.,VERSE_Adj,GCN,0.1,0.01,3,20,0.4819424638849277
2351,similarity distr.,VERSE_Adj,GCN,0.1,0.01,4,2,0.4889292859341335
2352,similarity distr.,VERSE_Adj,GCN,0.1,0.01,4,5,0.3905605588755155
2353,similarity distr.,VERSE_Adj,GCN,0.1,0.01,7,2,0.3682615657443914
2354,similarity distr.,VERSE_Adj,GCN,0.1,0.2,2,5,0.4762833857330362
2355,similarity distr.,VERSE_Adj,GCN,0.1,0.2,2,20,0.5443883069687901
2356,similarity distr.,VERSE_Adj,GCN,0.1,0.2,2,40,0.475317627118644
2357,similarity distr.,VERSE_Adj,GCN,0.1,0.2,3,2,0.4752660834220615
2358,similarity distr.,VERSE_Adj,GCN,0.1,0.2,3,5,0.4923622589531681
2359,similarity distr.,VERSE_Adj,GCN,0.1,0.2,3,20,0.4920277215884192
2360,similarity distr.,VERSE_Adj,GCN,0.1,0.2,4,2,0.5658405730833714
2361,similarity distr.,VERSE_Adj,GCN,0.1,0.2,4,5,0.5025403877221324
2362,similarity distr.,VERSE_Adj,GCN,0.1,0.5,2,5,0.4721086440200358
2363,similarity distr.,VERSE_Adj,GCN,0.1,0.5,2,20,0.5150102939231349
2364,similarity distr.,VERSE_Adj,GCN,0.1,0.5,2,40,0.4401672906279293
2365,similarity distr.,VERSE_Adj,GCN,0.1,0.5,3,5,0.4646692717768231
2366,similarity distr.,VERSE_Adj,GCN,0.1,0.5,3,20,0.5288042946937415
2367,similarity distr.,VERSE_Adj,GCN,0.1,0.5,4,5,0.5120070742435145
2368,similarity distr.,VERSE_Adj,GCN,0.5,0.01,2,5,0.4644896030245746
2369,similarity distr.,VERSE_Adj,GCN,0.5,0.01,2,20,0.543249302430606
2370,similarity distr.,VERSE_Adj,GCN,0.5,0.01,2,40,0.5406100812201624
2371,similarity distr.,VERSE_Adj,GCN,0.5,0.01,3,2,0.4375923810803548
2372,similarity distr.,VERSE_Adj,GCN,0.5,0.01,3,5,0.4215344717149151
2373,similarity distr.,VERSE_Adj,GCN,0.5,0.01,3,20,0.4620708234244947
2374,similarity distr.,VERSE_Adj,GCN,0.5,0.01,4,2,0.4686909731591561
2375,similarity distr.,VERSE_Adj,GCN,0.5,0.01,4,5,0.5344192967342782
2376,similarity distr.,VERSE_Adj,GCN,0.5,0.01,7,2,0.4139729594694847
2377,similarity distr.,VERSE_Adj,GCN,0.5,0.2,2,5,0.5846817994894515
2378,similarity distr.,VERSE_Adj,GCN,0.5,0.2,2,20,0.5274609544468547
2379,similarity distr.,VERSE_Adj,GCN,0.5,0.2,2,40,0.473443864878291
2380,similarity distr.,VERSE_Adj,GCN,0.5,0.2,3,2,0.4194760308750397
2381,similarity distr.,VERSE_Adj,GCN,0.5,0.2,3,5,0.5147217031878148
2382,similarity distr.,VERSE_Adj,GCN,0.5,0.2,3,20,0.5460884149120409
2383,similarity distr.,VERSE_Adj,GCN,0.5,0.2,4,2,0.4416895712610074
2384,similarity distr.,VERSE_Adj,GCN,0.5,0.2,4,5,0.3058331980671503
2385,similarity distr.,VERSE_Adj,GCN,0.5,0.5,2,5,0.4910168928828134
2386,similarity distr.,VERSE_Adj,GCN,0.5,0.5,2,20,0.4867541877653111
2387,similarity distr.,VERSE_Adj,GCN,0.5,0.5,2,40,0.5646061711721875
2388,similarity distr.,VERSE_Adj,GCN,0.5,0.5,3,5,0.3086714219868557
2389,similarity distr.,VERSE_Adj,GCN,0.5,0.5,3,20,0.4599289602867374
2390,similarity distr.,VERSE_Adj,GCN,0.5,0.5,4,5,0.4709249667202796
2391,similarity distr.,VERSE_Adj,GCN,0.9,0.01,2,5,0.4580193667790336
2392,similarity distr.,VERSE_Adj,GCN,0.9,0.01,2,20,0.5167709661989797
2393,similarity distr.,VERSE_Adj,GCN,0.9,0.01,2,40,0.5218435956598845
2394,similarity distr.,VERSE_Adj,GCN,0.9,0.01,3,2,0.537796616806328
2395,similarity distr.,VERSE_Adj,GCN,0.9,0.01,3,5,0.470081568054541
2396,similarity distr.,VERSE_Adj,GCN,0.9,0.01,3,20,0.480263540918706
2397,similarity distr.,VERSE_Adj,GCN,0.9,0.01,4,2,0.4808395061728395
2398,similarity distr.,VERSE_Adj,GCN,0.9,0.01,4,5,0.5034976881377551
2399,similarity distr.,VERSE_Adj,GCN,0.9,0.01,7,2,0.4936975911979918
2400,similarity distr.,VERSE_Adj,GCN,0.9,0.2,2,5,0.4888536165969699
2401,similarity distr.,VERSE_Adj,GCN,0.9,0.2,2,20,0.472993430837878
2402,similarity distr.,VERSE_Adj,GCN,0.9,0.2,2,40,0.5227594547053651
2403,similarity distr.,VERSE_Adj,GCN,0.9,0.2,3,2,0.496416
2404,similarity distr.,VERSE_Adj,GCN,0.9,0.2,3,5,0.3154299134619834
2405,similarity distr.,VERSE_Adj,GCN,0.9,0.2,3,20,0.5411470297029704
2406,similarity distr.,VERSE_Adj,GCN,0.9,0.2,4,2,0.392534
2407,similarity distr.,VERSE_Adj,GCN,0.9,0.2,4,5,0.4265832730441006
2408,similarity distr.,VERSE_Adj,GCN,0.9,0.5,2,5,0.6205596150189042
2409,similarity distr.,VERSE_Adj,GCN,0.9,0.5,2,20,0.4433181090027687
2410,similarity distr.,VERSE_Adj,GCN,0.9,0.5,2,40,0.5203272210385852
2411,similarity distr.,VERSE_Adj,GCN,0.9,0.5,3,5,0.4592262988760641
2412,similarity distr.,VERSE_Adj,GCN,0.9,0.5,3,20,0.551621439553391
2413,similarity distr.,VERSE_Adj,GCN,0.9,0.5,4,5,0.4813972003132967
2414,similarity distr.,VERSE_Adj,GAT,0.1,0.01,2,5,0.5417563192503368
2415,similarity distr.,VERSE_Adj,GAT,0.1,0.01,2,20,0.5424480151228733
2416,similarity distr.,VERSE_Adj,GAT,0.1,0.01,2,40,0.6430313475546307
2417,similarity distr.,VERSE_Adj,GAT,0.1,0.01,3,2,0.5109998225835066
2418,similarity distr.,VERSE_Adj,GAT,0.1,0.01,3,5,0.4915324407505194
2419,similarity distr.,VERSE_Adj,GAT,0.1,0.01,3,20,0.4703251906503812
2420,similarity distr.,VERSE_Adj,GAT,0.1,0.01,4,2,0.5226896737457679
2421,similarity distr.,VERSE_Adj,GAT,0.1,0.01,4,5,0.5735523104115815
2422,similarity distr.,VERSE_Adj,GAT,0.1,0.01,7,2,0.5280470377576144
2423,similarity distr.,VERSE_Adj,GAT,0.1,0.2,2,5,0.5918152681542077
2424,similarity distr.,VERSE_Adj,GAT,0.1,0.2,2,20,0.6285578238563488
2425,similarity distr.,VERSE_Adj,GAT,0.1,0.2,2,40,0.5643213559322033
2426,similarity distr.,VERSE_Adj,GAT,0.1,0.2,3,2,0.4175758778020234
2427,similarity distr.,VERSE_Adj,GAT,0.1,0.2,3,5,0.6003512396694215
2428,similarity distr.,VERSE_Adj,GAT,0.1,0.2,3,20,0.4284105650827555
2429,similarity distr.,VERSE_Adj,GAT,0.1,0.2,4,2,0.381838134430727
2430,similarity distr.,VERSE_Adj,GAT,0.1,0.2,4,5,0.5769123586429725
2431,similarity distr.,VERSE_Adj,GAT,0.1,0.5,2,5,0.6404797025688802
2432,similarity distr.,VERSE_Adj,GAT,0.1,0.5,2,20,0.5573598675016821
2433,similarity distr.,VERSE_Adj,GAT,0.1,0.5,2,40,0.5709008332902024
2434,similarity distr.,VERSE_Adj,GAT,0.1,0.5,3,5,0.5631041929046691
2435,similarity distr.,VERSE_Adj,GAT,0.1,0.5,3,20,0.6197861854401371
2436,similarity distr.,VERSE_Adj,GAT,0.1,0.5,4,5,0.6879714246298512
2437,similarity distr.,VERSE_Adj,GAT,0.5,0.01,2,5,0.5206049149338374
2438,similarity distr.,VERSE_Adj,GAT,0.5,0.01,2,20,0.584942178351962
2439,similarity distr.,VERSE_Adj,GAT,0.5,0.01,2,40,0.5486545973091946
2440,similarity distr.,VERSE_Adj,GAT,0.5,0.01,3,2,0.5777260816984682
2441,similarity distr.,VERSE_Adj,GAT,0.5,0.01,3,5,0.5649752378571764
2442,similarity distr.,VERSE_Adj,GAT,0.5,0.01,3,20,0.5250260107015458
2443,similarity distr.,VERSE_Adj,GAT,0.5,0.01,4,2,0.5677449564292629
2444,similarity distr.,VERSE_Adj,GAT,0.5,0.01,4,5,0.5749079802647037
2445,similarity distr.,VERSE_Adj,GAT,0.5,0.01,7,2,0.5600538993777348
2446,similarity distr.,VERSE_Adj,GAT,0.5,0.2,2,5,0.5763863564062973
2447,similarity distr.,VERSE_Adj,GAT,0.5,0.2,2,20,0.6529275126536515
2448,similarity distr.,VERSE_Adj,GAT,0.5,0.2,2,40,0.591144436164928
2449,similarity distr.,VERSE_Adj,GAT,0.5,0.2,3,2,0.6298460170588518
2450,similarity distr.,VERSE_Adj,GAT,0.5,0.2,3,5,0.4572720090810799
2451,similarity distr.,VERSE_Adj,GAT,0.5,0.2,3,20,0.5913172454653177
2452,similarity distr.,VERSE_Adj,GAT,0.5,0.2,4,2,0.5479836662523415
2453,similarity distr.,VERSE_Adj,GAT,0.5,0.2,4,5,0.5982048096492651
2454,similarity distr.,VERSE_Adj,GAT,0.5,0.5,2,5,0.539490860566835
2455,similarity distr.,VERSE_Adj,GAT,0.5,0.5,2,20,0.5548220945111829
2456,similarity distr.,VERSE_Adj,GAT,0.5,0.5,2,40,0.5421532382054415
2457,similarity distr.,VERSE_Adj,GAT,0.5,0.5,3,5,0.5842226727563988
2458,similarity distr.,VERSE_Adj,GAT,0.5,0.5,3,20,0.4321464372165583
2459,similarity distr.,VERSE_Adj,GAT,0.5,0.5,4,5,0.4605768270002481
2460,similarity distr.,VERSE_Adj,GAT,0.9,0.01,2,5,0.6212819750148721
2461,similarity distr.,VERSE_Adj,GAT,0.9,0.01,2,20,0.4852718431122449
2462,similarity distr.,VERSE_Adj,GAT,0.9,0.01,2,40,0.4306744722640682
2463,similarity distr.,VERSE_Adj,GAT,0.9,0.01,3,2,0.57322421489545
2464,similarity distr.,VERSE_Adj,GAT,0.9,0.01,3,5,0.5533033033033032
2465,similarity distr.,VERSE_Adj,GAT,0.9,0.01,3,20,0.5858545673310175
2466,similarity distr.,VERSE_Adj,GAT,0.9,0.01,4,2,0.5841382716049384
2467,similarity distr.,VERSE_Adj,GAT,0.9,0.01,4,5,0.5236467633928571
2468,similarity distr.,VERSE_Adj,GAT,0.9,0.01,7,2,0.5790738663675693
2469,similarity distr.,VERSE_Adj,GAT,0.9,0.2,2,5,0.4383803234876157
2470,similarity distr.,VERSE_Adj,GAT,0.9,0.2,2,20,0.625553792761527
2471,similarity distr.,VERSE_Adj,GAT,0.9,0.2,2,40,0.5819608619173263
2472,similarity distr.,VERSE_Adj,GAT,0.9,0.2,3,2,0.548558
2473,similarity distr.,VERSE_Adj,GAT,0.9,0.2,3,5,0.5294321810356796
2474,similarity distr.,VERSE_Adj,GAT,0.9,0.2,3,20,0.6706212871287129
2475,similarity distr.,VERSE_Adj,GAT,0.9,0.2,4,2,0.5915600000000001
2476,similarity distr.,VERSE_Adj,GAT,0.9,0.2,4,5,0.5834325188452473
2477,similarity distr.,VERSE_Adj,GAT,0.9,0.5,2,5,0.5013892067339459
2478,similarity distr.,VERSE_Adj,GAT,0.9,0.5,2,20,0.3643799013050807
2479,similarity distr.,VERSE_Adj,GAT,0.9,0.5,2,40,0.4172616188932115
2480,similarity distr.,VERSE_Adj,GAT,0.9,0.5,3,5,0.3490277164471118
2481,similarity distr.,VERSE_Adj,GAT,0.9,0.5,3,20,0.5680582370934314
2482,similarity distr.,VERSE_Adj,GAT,0.9,0.5,4,5,0.6237715512378766
2483,similarity distr.,VERSE_PPR,SAGE,0.1,0.01,2,5,0.5059422067606427
2484,similarity distr.,VERSE_PPR,SAGE,0.1,0.01,2,20,0.4249243856332703
2485,similarity distr.,VERSE_PPR,SAGE,0.1,0.01,2,40,0.4173387096774193
2486,similarity distr.,VERSE_PPR,SAGE,0.1,0.01,3,2,0.4991854970081127
2487,similarity distr.,VERSE_PPR,SAGE,0.1,0.01,3,5,0.3666984330328547
2488,similarity distr.,VERSE_PPR,SAGE,0.1,0.01,3,20,0.4431691363382727
2489,similarity distr.,VERSE_PPR,SAGE,0.1,0.01,4,2,0.519823407202216
2490,similarity distr.,VERSE_PPR,SAGE,0.1,0.01,4,5,0.4477947984176417
2491,similarity distr.,VERSE_PPR,SAGE,0.1,0.01,7,2,0.4870783905235791
2492,similarity distr.,VERSE_PPR,SAGE,0.1,0.2,2,5,0.4210817740606208
2493,similarity distr.,VERSE_PPR,SAGE,0.1,0.2,2,20,0.5636605386917486
2494,similarity distr.,VERSE_PPR,SAGE,0.1,0.2,2,40,0.5269945762711864
2495,similarity distr.,VERSE_PPR,SAGE,0.1,0.2,3,2,0.4673250772239068
2496,similarity distr.,VERSE_PPR,SAGE,0.1,0.2,3,5,0.5055704775022957
2497,similarity distr.,VERSE_PPR,SAGE,0.1,0.2,3,20,0.4660575965916841
2498,similarity distr.,VERSE_PPR,SAGE,0.1,0.2,4,2,0.6383020880963268
2499,similarity distr.,VERSE_PPR,SAGE,0.1,0.2,4,5,0.5155238287560582
2500,similarity distr.,VERSE_PPR,SAGE,0.1,0.5,2,5,0.5703466004175077
2501,similarity distr.,VERSE_PPR,SAGE,0.1,0.5,2,20,0.6073939409623381
2502,similarity distr.,VERSE_PPR,SAGE,0.1,0.5,2,40,0.587693873678036
2503,similarity distr.,VERSE_PPR,SAGE,0.1,0.5,3,5,0.5124310623443691
2504,similarity distr.,VERSE_PPR,SAGE,0.1,0.5,3,20,0.6421812190535341
2505,similarity distr.,VERSE_PPR,SAGE,0.1,0.5,4,5,0.5073961389942195
2506,similarity distr.,VERSE_PPR,SAGE,0.5,0.01,2,5,0.4167202268431001
2507,similarity distr.,VERSE_PPR,SAGE,0.5,0.01,2,20,0.5570232738181642
2508,similarity distr.,VERSE_PPR,SAGE,0.5,0.01,2,40,0.5692851385702772
2509,similarity distr.,VERSE_PPR,SAGE,0.5,0.01,3,2,0.478953910239183
2510,similarity distr.,VERSE_PPR,SAGE,0.5,0.01,3,5,0.5007498945460794
2511,similarity distr.,VERSE_PPR,SAGE,0.5,0.01,3,20,0.4898558263971462
2512,similarity distr.,VERSE_PPR,SAGE,0.5,0.01,4,2,0.6161489500166664
2513,similarity distr.,VERSE_PPR,SAGE,0.5,0.01,4,5,0.3969574751350926
2514,similarity distr.,VERSE_PPR,SAGE,0.5,0.01,7,2,0.5029372132810489
2515,similarity distr.,VERSE_PPR,SAGE,0.5,0.2,2,5,0.436313343316703
2516,similarity distr.,VERSE_PPR,SAGE,0.5,0.2,2,20,0.5498444504699928
2517,similarity distr.,VERSE_PPR,SAGE,0.5,0.2,2,40,0.5369062344759066
2518,similarity distr.,VERSE_PPR,SAGE,0.5,0.2,3,2,0.4400085425011223
2519,similarity distr.,VERSE_PPR,SAGE,0.5,0.2,3,5,0.4595881158646574
2520,similarity distr.,VERSE_PPR,SAGE,0.5,0.2,3,20,0.5351855801658919
2521,similarity distr.,VERSE_PPR,SAGE,0.5,0.2,4,2,0.4255374555767581
2522,similarity distr.,VERSE_PPR,SAGE,0.5,0.2,4,5,0.445587096854749
2523,similarity distr.,VERSE_PPR,SAGE,0.5,0.5,2,5,0.5841050253183735
2524,similarity distr.,VERSE_PPR,SAGE,0.5,0.5,2,20,0.5231040228977369
2525,similarity distr.,VERSE_PPR,SAGE,0.5,0.5,2,40,0.3483685684724205
2526,similarity distr.,VERSE_PPR,SAGE,0.5,0.5,3,5,0.579866494331972
2527,similarity distr.,VERSE_PPR,SAGE,0.5,0.5,3,20,0.385699873327553
2528,similarity distr.,VERSE_PPR,SAGE,0.5,0.5,4,5,0.6586951126353349
2529,similarity distr.,VERSE_PPR,SAGE,0.9,0.01,2,5,0.5840934628858484
